CASE,SERIAL,REF,QUESTNNR,MODE,LANGUAGE,STARTED,AT02_01,AT02_02,AT02_03,AT02_04,AT02_05,AT02_06,AT02_07,AT02_08,AT02_09,AT02_10,AT02_11,AT02_12,AT02_13,AT02_14,AT02_15,AT02_16,AT02_17,AT02_18,AT02_19,AT02_20,AT02_21,AT02_22,AT02_23,AT02_24,AT02_25,AT02_26,AT02_27,AT02_28,AT02_29,AT02_30,AT02_31,AT02_32,AT02_33,AT02_34,AT02_35,AT02_36,AT02_37,AT02_38,AT02_39,AT02_40,AT02_41,AT02_42,AT02_43,AT02_44,AT02_45,AT02_46,AT02_47,MC04,MN01_01,OM01,OM01_05,OM02,OM02_07,OM04_01,OM05_01,OM06_01,OM07_01,OM08_01,OM11,OM11_01,OM11_02,OM11_03,OM11_04,OM11_05,OM11_06,OM11_07,OM11_08,OM11_09,OM11_11,OM11_10,OM11_10a,RG01,RG04,RG03_01,RG05,RS01_01,SD01_08,SD02,SD03,SD04,SD04_07,SD05,SD06_01,SD07_01,SD08,SD08_03,SD09,SD09_04,SD10,SD11,SD13,SD13_02,SD15,SE01_13,SE01_10,SE01_01,SE01_07,SE01_12,SE01_15,SE01_09,SE01_17,SE01_08,SE01_14,SE01_18,SE01_16,SE01_03,SE01_05,SE01_04,SE01_11,SE01_06,SE01_02,WC03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME_SUM,MAILSENT,LASTDATA,STATUS,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
479,,,base,interview,ger,2025-06-10 16:21:07,4.0,1.0,3.0,6.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,6.0,4.0,5.0,1.0,6.0,4.0,4.0,4.0,6.0,1.0,3.0,4.0,1.0,6.0,1.0,,1.0,,2.0,,"Individuelle Stärken-Erkennung von Schülern, die nicht gerne im Mittelpunkt stehen, also introvertiert sind.","Unfälle in der Gegenwart von Kindern (Software Probleme usw. )
","Talentförderung 
Unterstützung der Lehrkraft
Motivationssteigerungs-potenzial ","Potentielle Gefahr für Schüler
(Physisch und Psychisch)",Hallo Brian,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,24.0,2.0,1.0,3.0,,1.0,10.0,8.0,1.0,,1.0,,4.0,4.0,3.0,,2.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,6.0,4.0,1,14,98.0,15.0,7.0,312.0,322.0,365.0,85.0,8.0,1226,,2025-06-10 16:41:33,,1,0,9,9,2,1,1.25
480,,,base,interview,eng,2025-06-10 16:28:19,3.0,2.0,5.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,6.0,6.0,3.0,2.0,6.0,4.0,5.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,,1.0,,2.0,,Can assist those struggling with in person music lessons,I imagine it being really slow to respond and not really giving good feedback unlike a person that can do things instantaneously ,If my child for whatever could not be with another person ,"Feel like it would be a waste of money that could go to a human and support them financially instead of a robot that will most likely to a worse job

",,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,24.0,2.0,2.0,4.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,4.0,1,7,90.0,7.0,21.0,159.0,157.0,287.0,27.0,5.0,760,,2025-06-10 16:40:59,,1,0,9,9,7,4,1.86
483,,,base,interview,ger,2025-06-10 16:47:02,6.0,5.0,6.0,5.0,1.0,6.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,5.0,1.0,6.0,6.0,2.0,1.0,5.0,1.0,5.0,3.0,6.0,6.0,6.0,3.0,4.0,3.0,1.0,1.0,6.0,4.0,3.0,6.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,6.0,1.0,,1.0,,1.0,,"Integrierung moderner Technik in den Alltag, frühzeitiger Kontakt mit potenziell in der Zukunft normalisierten digitalen Prozessen","Fehlende ""normale"" soziale Interaktion, dadurch fehlende Übung mit Menschen sozial zu ineragieren; entweder Auffassung des Unterrichts als unpersönlich oder im anderen Extrem Aufbau einer emotionalen Bindung an ein nicht menschliches/lebendiges Wesen (Folgeproblem: gestörtes Sozialverhalten)",Siehe die potenziellen Vorteile oben,Siehe die Sorgen oben,"Es ist für mich sehr schwierig, sich das Konzept eines sozialen Roboters als tatsächliche, reale Möglichkeit vorzustellen.",6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,24.0,1.0,2.0,3.0,,1.0,5.0,13.0,1.0,,3.0,,4.0,4.0,2.0,13.0,-9.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,1,9,138.0,10.0,21.0,132.0,120.0,517.0,113.0,6.0,1066,,2025-06-10 17:04:48,,1,0,9,9,3,1,1.38
491,,,base,interview,ger,2025-06-10 17:16:21,6.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,1.0,6.0,5.0,2.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,3.0,6.0,6.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,3.0,4.0,1.0,6.0,1.0,"0,5",1.0,,2.0,,Erleichterung beim Lernen für die Kinder ,Das Kinder nur noch auf den Roboter hören,"Förderung besser,  Umgang mit Technik",Das sie das lernen den Kindern abgeglichen. ,,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,45.0,2.0,1.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,2.0,30.0,2.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,4.0,6.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,1,14,116.0,32.0,12.0,205.0,147.0,198.0,44.0,31.0,799,,2025-06-10 17:29:40,,1,0,9,9,6,4,1.25
498,,,base,interview,ger,2025-06-10 17:26:06,4.0,2.0,4.0,6.0,1.0,6.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,6.0,6.0,2.0,4.0,6.0,4.0,6.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,,1.0,,2.0,,X,X,X,X,X,7.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,2.0,53.0,1.0,1.0,5.0,,1.0,5.0,8.0,1.0,,3.0,,4.0,4.0,3.0,,1.0,6.0,5.0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1,8,49.0,15.0,21.0,216.0,76.0,48.0,37.0,2.0,472,,2025-06-10 17:33:58,,1,0,9,9,2,1,2.08
502,,,base,interview,ger,2025-06-10 17:32:55,5.0,2.0,5.0,4.0,1.0,6.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,6.0,1.0,4.0,6.0,5.0,6.0,3.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,6.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,6.0,2.0,3.0,2.0,3.0,1.0,6.0,1.0,,2.0,,2.0,,Unterstützung bei der Gestaltung einer Überstunde und damit effizienteres üben mit mehr Spaß,"Der Roboter sollte keine menschlichen Kontakte ersetzen, sondern unterstützen ","Der musikalische Übeprozess ist oft von Wiederholungen geprägt, das kann für Kinder schnell eintönig werden. Roboter könnten individuell auf sie tagesform und Bedürfnisse abgestimmte übeabläufe entwickeln und Tipps geben, sodass weniger Frustration aufkommt, wenn das Kind ""alleine"" üben soll","Musik ist immer von subjektiver Interpretation und persönlichen Stil geprägt, daher sollte der Roboter nicht die Qualität oder Ausführung eines Stücks bewerten, sondern eher beim erlernen von Technik etc unterstützen ",,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,,2.0,1.0,27.0,1.0,2.0,7.0,Staatsexamen,1.0,8.0,15.0,1.0,,3.0,,4.0,1.0,2.0,19.0,-9.0,2.0,1.0,3.0,4.0,3.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1,22,113.0,9.0,7.0,202.0,198.0,334.0,94.0,5.0,984,,2025-06-10 17:49:19,,1,0,9,9,4,1,1.46
503,,,base,interview,ger,2025-06-10 17:36:29,6.0,3.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,,1.0,,2.0,,"keine Überarbeitung der Lehrkräfte
neutrales lernen","das Kind kann sich zu sehr auf den Roboter verlassen
die KI könnte ein problem werden durch konflikte im System, etysche Grundsätze

","autistische Kinder würden sich warscheinlich von einer Maschine nicht bedrängt fühlen, wie bei einem menschlichen Lehrer",vermenschlichung von Maschinen,Warum soll ich rechts anklicken und bei der andere Seite links,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,43.0,1.0,2.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,1,51,153.0,26.0,60.0,227.0,179.0,363.0,50.0,22.0,1131,,2025-06-10 17:55:20,,1,0,9,9,7,4,0.81
504,,,base,interview,ger,2025-06-10 17:47:22,6.0,6.0,6.0,4.0,6.0,6.0,1.0,6.0,1.0,3.0,1.0,3.0,5.0,4.0,3.0,6.0,6.0,1.0,2.0,2.0,6.0,3.0,3.0,6.0,6.0,6.0,1.0,2.0,6.0,2.0,6.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,5.0,1.0,6.0,1.0,,3.0,,2.0,,Ausweitung der Übungskapazität,"Zu enge emotionale Bindung des Kindes an den Roboter
Manipulation durch Dritte",So haben ggf. Kinder ohne Musiklehrer die Möglichkeit an Unterricht zu kommen ,Hohe Anschaffungskosten,Interessantes Thema!,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,Staubsaugerroboter,1.0,1.0,42.0,1.0,2.0,3.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,1,6,95.0,41.0,27.0,170.0,133.0,218.0,33.0,10.0,733,,2025-06-10 17:59:37,,1,0,9,9,6,3,1.46
506,,,base,interview,ger,2025-06-10 17:49:53,4.0,5.0,5.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,4.0,3.0,2.0,5.0,6.0,2.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,6.0,2.0,6.0,4.0,6.0,2.0,2.0,4.0,5.0,1.0,1.0,6.0,1.0,,4.0,,8.0,,"Unterstützung der Lehrkraft, sichtweise verändern, ","Zu wenig persönliche Kommunikation, Rückzug des Lehrers","Lernstrukturen anpassen, ",Zuviel KI und unpersönliches Aufeinanddrtreffen. Gerade kleinere Kinder brauchen Kontakt und soziale Unterstützung,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,,2.0,4.0,51.0,1.0,1.0,5.0,,1.0,4.0,26.0,1.0,,3.0,,4.0,1.0,2.0,47.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1,6,92.0,12.0,33.0,123.0,106.0,897.0,69.0,16.0,1354,,2025-06-10 18:12:27,,1,0,9,9,3,1,1.37
507,,,base,interview,ger,2025-06-10 17:51:14,5.0,1.0,6.0,6.0,5.0,6.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,6.0,6.0,3.0,3.0,6.0,4.0,3.0,4.0,5.0,5.0,6.0,2.0,4.0,6.0,3.0,4.0,4.0,2.0,5.0,6.0,4.0,2.0,5.0,2.0,6.0,1.0,4.0,5.0,2.0,5.0,1.0,6.0,1.0,,3.0,,5.0,,"Sofortiges Feedback an den Lernenden, Unterstützend für die Lehrkraft, Motivation und sonstige emotionale Unterstützung für den Lernenden, Förderung für Menschen mit geistiger oder körperlicher Behinderung ","Überwachung, Falschinformation","Förderung für beeinträchtigte Lernende, Motivation und sofortiges Feedback",Falschinformation,,7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,"Saugroboter, Einrichtung",1.0,1.0,24.0,3.0,2.0,3.0,,1.0,5.0,14.0,3.0,Beides,4.0,In Einzelungerricht sowie im Gruppenunterricht,4.0,1.0,2.0,18.0,-9.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,6.0,3.0,5.0,5.0,1,11,58.0,26.0,18.0,149.0,157.0,239.0,94.0,13.0,765,,2025-06-10 18:03:59,,1,0,9,9,3,1,1.3
521,,,base,interview,ger,2025-06-10 18:17:24,5.0,2.0,5.0,6.0,5.0,5.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,6.0,3.0,6.0,5.0,2.0,3.0,6.0,5.0,6.0,3.0,4.0,4.0,5.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,6.0,1.0,,3.0,,2.0,,Wertfreie Unterstützung,Weniger Lehrer-Schüler Kontakte ,Keine Vorurteile,Keine,,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,62.0,2.0,1.0,1.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,2.0,30.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,1,10,115.0,22.0,7.0,180.0,137.0,190.0,51.0,14.0,726,,2025-06-10 18:29:30,,1,0,9,9,7,4,1.47
527,,,base,interview,ger,2025-06-10 18:41:04,6.0,3.0,6.0,6.0,6.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,6.0,3.0,6.0,6.0,3.0,3.0,4.0,5.0,6.0,3.0,4.0,6.0,4.0,3.0,3.0,4.0,1.0,4.0,6.0,3.0,4.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,6.0,1.0,6.0,1.0,,1.0,,2.0,,.,.,.,.,.,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,Staubsauger und auf Messen,2.0,4.0,45.0,1.0,1.0,2.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,1.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,21,84.0,34.0,14.0,143.0,130.0,89.0,41.0,6.0,562,,2025-06-10 18:50:27,,1,0,9,9,5,3,1.6
529,,,base,interview,ger,2025-06-10 18:41:42,6.0,6.0,6.0,6.0,1.0,5.0,1.0,1.0,6.0,1.0,4.0,3.0,6.0,6.0,1.0,5.0,6.0,6.0,1.0,6.0,4.0,6.0,1.0,2.0,4.0,2.0,6.0,6.0,1.0,1.0,5.0,6.0,6.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,,4.0,,3.0,,Zu Übungszwecken sinnvoll,Kinder verlernen die Interaktion mit Menschen,Gibt es keine,Gibt es keine,Nen,7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,57.0,1.0,2.0,7.0,Universitätsabschluss,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,20,125.0,9.0,11.0,156.0,128.0,161.0,71.0,5.0,686,,2025-06-10 18:53:08,,1,0,9,9,7,4,1.64
532,,,base,interview,ger,2025-06-10 18:44:20,4.0,4.0,4.0,6.0,3.0,6.0,1.0,2.0,5.0,4.0,5.0,4.0,1.0,6.0,1.0,5.0,6.0,3.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,3.0,6.0,4.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,1.0,6.0,1.0,,1.0,,2.0,,Ein Roboter kann vermutlich besser die Noten raushören als eine Lehrkräfte und kann somit genauer und gezielter unterstützen.,"Die Musik wird zu gleich klingen und keinen Spielraum für Emotionen bieten.
",Besonders bei Kindern welche sich schwer in sozialen Gefüge tun können Roboter eine Sicherheit bieten wodurch ein besseres lernen ermöglicht wird.,Durch die Nutzung von Robotern geht die soziale Komponente die Musik beinhaltet verloren und man hört nur noch auf einen Roboter der keine Emotionen hat und der Spaß am ausprobieren wie es klingt wenn man es anders spielt geht verloren.,Die Frage mit Kindern die einen Roboter beschädigen klang nicht vollständing da wusste ich nicht wie ich es beantworten sollte.,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,24.0,2.0,2.0,3.0,,1.0,10.0,3.0,1.0,,1.0,,4.0,4.0,2.0,3.0,-9.0,4.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,1,15,137.0,20.0,71.0,220.0,197.0,511.0,119.0,5.0,1295,,2025-06-10 19:05:55,,1,0,9,9,3,1,0.98
536,,,base,interview,ger,2025-06-10 18:49:37,6.0,1.0,6.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,6.0,6.0,6.0,1.0,6.0,5.0,6.0,1.0,4.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,,4.0,,8.0,,Keine,Keine Meinung ,Keine Antwort ,Keine Antwort ,Viele Fragen haben sich wiederholt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,2.0,1.0,53.0,4.0,1.0,7.0,Diplomingenieur ,1.0,7.0,11.0,3.0,Schulunterricht,4.0,Schule,4.0,4.0,2.0,46.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1,13,118.0,11.0,32.0,164.0,163.0,128.0,120.0,8.0,757,,2025-06-10 19:02:14,,1,0,9,9,2,1,1.35
538,,,base,interview,ger,2025-06-10 18:54:32,6.0,3.0,6.0,6.0,1.0,3.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,3.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,5.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,,1.0,,8.0,,Mir Falles keine positiven Aspekte ein,Der Mensch entfremdet sich immer mehr von der eigenen Spezie. Der Soziale Roboter unterstützt dieses noch.,Es gibt keine ,Fehlender sozialer Kontakt ,,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,55.0,1.0,2.0,3.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,1.0,4.0,6.0,1.0,1.0,3.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,1,55,117.0,11.0,64.0,232.0,190.0,248.0,50.0,14.0,981,,2025-06-10 19:10:53,,1,0,9,9,9,4,1.02
541,,,base,interview,ger,2025-06-10 19:01:05,1.0,1.0,1.0,1.0,4.0,6.0,1.0,5.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,5.0,6.0,2.0,1.0,6.0,5.0,6.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,1.0,6.0,1.0,,3.0,,1.0,,"Der Roboter sollte die Rolle eines privaten Lehrers übernehmen, welcher die Übungen und Lehrstunden spezifisch an die individuellen Schüler*innen anpasst.","Der Roboter kann sich anders als eine Person nicht auf persönliche Erfahrungen beziehen - und gerade in Themen wie Musik sind Connections mit anderen Leuten knüpfen besonders wichtig; wovon der Roboter die Person eher abschrecken würde, dadurch dass Musik machen auch mit negativen Erfahrungen zusammenhängen muss.","Wie bereits erwähnt - ein privater Lehrer, mit anpassbaren Lehrstunden, die individuell an jede Person angepasst sind. Das kann sich dann auch darauf beziehen dass bestimmte Themen die ein Kind schneller oder langsamer als ein anderes lernt, spezifisch für diese Kinder kürzer oder länger gehalten werden.",Musik ist etwas gemeinschaftlich - gerade im Sinne einer Band oder eines Orchesters.,Nein. :),9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,24.0,2.0,2.0,2.0,,1.0,11.0,3.0,1.0,,1.0,,4.0,4.0,2.0,3.0,-9.0,3.0,1.0,1.0,1.0,5.0,5.0,6.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,1,40,4338.0,21.0,40.0,278.0,19985.0,606.0,89.0,14.0,1384,,2025-06-11 02:04:37,,1,0,9,9,3,1,0.57
543,,,base,interview,ger,2025-06-10 19:10:13,5.0,6.0,5.0,6.0,3.0,6.0,1.0,6.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,6.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,1.0,,2.0,,2.0,,"Nur für Menschen, denen es schwer fällt, soziale Kontakte zu bilden.","Kinder verlieren soziale,menschliche Kontakte.
Kinder erkennen keine richtigen Emotionen von Menschen und können nicht mehr unterscheiden.",Nur als Zusatzwerkzeug für die Lehrer.,"Soziale Roboter sind fehl am Platz, wenn es um Kinder geht.
Normale Roboter helfen beim Lernen, aber soziales sollte in Menschenshand bleiben. 
Eine Umarmung wird vom Computer nie die gleiche sein, wie vom Mensch.","Bitte überlasst Computer  nicht die Macht über Kinder.
Kinder sind noch viel manupilativer als Erwachsene, wobei es auch da schon sehr viele die nicht erkennen, wenn sie mit chpt schreiben, dass es nur ein Comuter ist, der Anwortet, wie eine Suchmaschine.",4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,Saug/Wischroboter,1.0,1.0,59.0,1.0,1.0,6.0,,1.0,10.0,5.0,1.0,,3.0,,4.0,1.0,2.0,55.0,1.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,6.0,4.0,5.0,1,52,270.0,36.0,49.0,451.0,228.0,773.0,150.0,14.0,2023,,2025-06-10 19:43:56,,1,0,9,9,1,0,0.54
550,,,base,interview,ger,2025-06-10 19:39:44,5.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0,6.0,4.0,5.0,4.0,6.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,1.0,,3.0,,2.0,,Ein Roboter zeigt keine Ermüdung oder Ärger wenn das geübte Stück immer wieder falsch gespielt wird.,"Das Kind könnte längere Zeit unbeaufsichtigt sein, der Roboter könnte als Spielzeug und nicht als Hilfe genutzt werden.",Der Roboter könnte Tipps geben und verbessern ohne Emotionen.,Der Kontakt zum Lehrer könnte verloren gehen.,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,50.0,1.0,2.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1,21,149.0,21.0,53.0,238.0,150.0,337.0,46.0,7.0,1022,,2025-06-10 19:56:46,,1,0,9,9,9,4,1.05
